,frame_id,angle,public,torque,speed,File,angle_range,labels
5325,1.48e+18,0.04712389,1,,,1479425707479232383.jpg,"(0.0197, 0.0492]",6
201,1.48e+18,0.001745329,0,,,1479425451234414501.jpg,"(-0.0105, 0.00366]",4
3077,1.48e+18,0.210904308,0,,,1479425595059471945.jpg,"(0.104, 0.24]",8
3660,1.48e+18,0.197222203,1,,,1479425624214563632.jpg,"(0.104, 0.24]",8
3039,1.48e+18,0.123918377,0,,,1479425593159139598.jpg,"(0.104, 0.24]",8
1887,1.48e+18,-0.215286548,0,,,1479425535549108138.jpg,"(-0.248, -0.0977]",1
59,1.48e+18,-0.019198623,1,,,1479425444133127546.jpg,"(-0.0419, -0.0105]",3
177,1.48e+18,0.014165094,0,,,1479425450034140940.jpg,"(0.00366, 0.0197]",5
3501,1.48e+18,0.146454959,0,,,1479425616263199532.jpg,"(0.104, 0.24]",8
2451,1.48e+18,-0.010471975,1,,,1479425563754019296.jpg,"(-0.0419, -0.0105]",3
2968,1.48e+18,0.102974422,1,,,1479425589608469441.jpg,"(0.0492, 0.104]",7
5091,1.48e+18,0.028838244,0,,,1479425695777073868.jpg,"(0.0197, 0.0492]",6
5612,1.48e+18,-0.08726646,1,,,1479425721831580656.jpg,"(-0.0977, -0.0419]",2
1092,1.48e+18,-0.253621732,0,,,1479425495792165497.jpg,"(-0.879, -0.248]",0
4729,1.48e+18,0.092502452,1,,,1479425677673908630.jpg,"(0.0492, 0.104]",7
1119,1.48e+18,-0.125964613,1,,,1479425497142387612.jpg,"(-0.248, -0.0977]",1
1305,1.48e+18,-0.200285099,0,,,1479425506443985878.jpg,"(-0.248, -0.0977]",1
1357,1.48e+18,-0.229165484,0,,,1479425509044401448.jpg,"(-0.248, -0.0977]",1
1646,1.48e+18,0.020845985,0,,,1479425523496905046.jpg,"(0.0197, 0.0492]",6
5308,1.48e+18,0.021302543,0,,,1479425706628937782.jpg,"(0.0197, 0.0492]",6
2443,1.48e+18,-0.010471975,1,,,1479425563353913917.jpg,"(-0.0419, -0.0105]",3
1844,1.48e+18,-0.633925744,0,,,1479425533398761487.jpg,"(-0.879, -0.248]",0
231,1.48e+18,0.042059516,1,,,1479425452734636836.jpg,"(0.0197, 0.0492]",6
197,1.48e+18,0.001745329,0,,,1479425451034286630.jpg,"(-0.0105, 0.00366]",4
1956,1.48e+18,-0.260054052,1,,,1479425538999666850.jpg,"(-0.879, -0.248]",0
2498,1.48e+18,0.020943951,1,,,1479425566104411413.jpg,"(0.0197, 0.0492]",6
1062,1.48e+18,-0.04712389,0,,,1479425494291830686.jpg,"(-0.0977, -0.0419]",2
2678,1.48e+18,-0.265953904,1,,,1479425575105971946.jpg,"(-0.879, -0.248]",0
3016,1.48e+18,0.06981317,0,,,1479425592009021126.jpg,"(0.0492, 0.104]",7
2376,1.48e+18,0.022689281,1,,,1479425560003363617.jpg,"(0.0197, 0.0492]",6
1155,1.48e+18,0.357792497,0,,,1479425498942645547.jpg,"(0.24, 0.95]",9
2570,1.48e+18,0.012217305,1,,,1479425569705063050.jpg,"(0.00366, 0.0197]",5
2415,1.48e+18,0.024434609,0,,,1479425561953663354.jpg,"(0.0197, 0.0492]",6
3978,1.48e+18,0.003071354,0,,,1479425640117385515.jpg,"(-0.0105, 0.00366]",4
191,1.48e+18,0.010471975,0,,,1479425450734209984.jpg,"(0.00366, 0.0197]",5
3323,1.48e+18,0.493760204,0,,,1479425607361668624.jpg,"(0.24, 0.95]",9
28,1.48e+18,-0.029670598,0,,,1479425442582809345.jpg,"(-0.0419, -0.0105]",3
334,1.48e+18,-0.073268243,0,,,1479425457885465463.jpg,"(-0.0977, -0.0419]",2
4709,1.48e+18,0.094208742,1,,,1479425676673846928.jpg,"(0.0492, 0.104]",7
4527,1.48e+18,0.020350843,1,,,1479425667572109283.jpg,"(0.0197, 0.0492]",6
4913,1.48e+18,0.006268503,1,,,1479425686875554751.jpg,"(0.00366, 0.0197]",5
189,1.48e+18,0.013962634,0,,,1479425450634258305.jpg,"(0.00366, 0.0197]",5
4669,1.48e+18,-0.022689281,0,,,1479425674673437346.jpg,"(-0.0419, -0.0105]",3
264,1.48e+18,-0.025892299,1,,,1479425454384960133.jpg,"(-0.0419, -0.0105]",3
1688,1.48e+18,0.055850536,0,,,1479425525597294879.jpg,"(0.0492, 0.104]",7
4045,1.48e+18,-0.477322411,1,,,1479425643468000594.jpg,"(-0.879, -0.248]",0
3816,1.48e+18,0.068067841,0,,,1479425632015934245.jpg,"(0.0492, 0.104]",7
4887,1.48e+18,0.025659727,0,,,1479425685575369157.jpg,"(0.0197, 0.0492]",6
4816,1.48e+18,-0.0456528,1,,,1479425682024831623.jpg,"(-0.0977, -0.0419]",2
3138,1.48e+18,-0.262969252,0,,,1479425598110021077.jpg,"(-0.879, -0.248]",0
5076,1.48e+18,-0.003490658,1,,,1479425695026979230.jpg,"(-0.0105, 0.00366]",4
4212,1.48e+18,0.427209331,0,,,1479425651819415270.jpg,"(0.24, 0.95]",9
4132,1.48e+18,-0.044171373,0,,,1479425647818691781.jpg,"(-0.0977, -0.0419]",2
2152,1.48e+18,0.0,0,,,1479425548801379148.jpg,"(-0.0105, 0.00366]",4
4941,1.48e+18,-0.006981317,1,,,1479425688275746225.jpg,"(-0.0105, 0.00366]",4
2477,1.48e+18,0.039125183,1,,,1479425565054246177.jpg,"(0.0197, 0.0492]",6
2546,1.48e+18,0.001745329,0,,,1479425568504809416.jpg,"(-0.0105, 0.00366]",4
2528,1.48e+18,0.027925268,1,,,1479425567604670307.jpg,"(0.0197, 0.0492]",6
1448,1.48e+18,0.048869219,0,,,1479425513595285572.jpg,"(0.0197, 0.0492]",6
1354,1.48e+18,-0.226892799,0,,,1479425508894431058.jpg,"(-0.248, -0.0977]",1
4136,1.48e+18,-0.04712389,1,,,1479425648018749801.jpg,"(-0.0977, -0.0419]",2
4720,1.48e+18,0.062595853,0,,,1479425677223855937.jpg,"(0.0492, 0.104]",7
4469,1.48e+18,-0.024646316,0,,,1479425664671667068.jpg,"(-0.0419, -0.0105]",3
525,1.48e+18,0.267035365,0,,,1479425467437240204.jpg,"(0.24, 0.95]",9
2128,1.48e+18,0.010075339,1,,,1479425547601158362.jpg,"(0.00366, 0.0197]",5
3818,1.48e+18,0.07652478,0,,,1479425632115956339.jpg,"(0.0492, 0.104]",7
959,1.48e+18,0.454147493,1,,,1479425489140957970.jpg,"(0.24, 0.95]",9
1836,1.48e+18,-0.445746205,0,,,1479425532998646394.jpg,"(-0.879, -0.248]",0
968,1.48e+18,0.352556497,1,,,1479425489591078349.jpg,"(0.24, 0.95]",9
2357,1.48e+18,0.019198623,0,,,1479425559053172648.jpg,"(0.00366, 0.0197]",5
3417,1.48e+18,-0.327882641,0,,,1479425612062470151.jpg,"(-0.879, -0.248]",0
2161,1.48e+18,0.0,1,,,1479425549251520594.jpg,"(-0.0105, 0.00366]",4
4588,1.48e+18,-0.006981317,0,,,1479425670622620881.jpg,"(-0.0105, 0.00366]",4
1340,1.48e+18,-0.186750233,1,,,1479425508194324860.jpg,"(-0.248, -0.0977]",1
4035,1.48e+18,-0.438077629,1,,,1479425642967849831.jpg,"(-0.879, -0.248]",0
4736,1.48e+18,0.07440021,0,,,1479425678024012529.jpg,"(0.0492, 0.104]",7
3656,1.48e+18,0.150738928,0,,,1479425624014502854.jpg,"(0.104, 0.24]",8
2170,1.48e+18,0.0,1,,,1479425549701586437.jpg,"(-0.0105, 0.00366]",4
5524,1.48e+18,-0.102974422,1,,,1479425717430847659.jpg,"(-0.248, -0.0977]",1
5315,1.48e+18,0.044826272,0,,,1479425706979071674.jpg,"(0.0197, 0.0492]",6
211,1.48e+18,-0.057595864,1,,,1479425451734356975.jpg,"(-0.0977, -0.0419]",2
2151,1.48e+18,0.0,1,,,1479425548751407666.jpg,"(-0.0105, 0.00366]",4
3668,1.48e+18,0.157079637,0,,,1479425624614621970.jpg,"(0.104, 0.24]",8
971,1.48e+18,0.366913822,1,,,1479425489741050925.jpg,"(0.24, 0.95]",9
3015,1.48e+18,0.06981317,0,,,1479425591959056687.jpg,"(0.0492, 0.104]",7
3634,1.48e+18,0.171042264,1,,,1479425622914275795.jpg,"(0.104, 0.24]",8
867,1.48e+18,-0.04888387,1,,,1479425484540124506.jpg,"(-0.0977, -0.0419]",2
3868,1.48e+18,-0.001745329,1,,,1479425634616405191.jpg,"(-0.0105, 0.00366]",4
4012,1.48e+18,-0.078926194,1,,,1479425641817638352.jpg,"(-0.0977, -0.0419]",2
3074,1.48e+18,0.291497014,0,,,1479425594909505326.jpg,"(0.24, 0.95]",9
2987,1.48e+18,0.108210415,0,,,1479425590558709324.jpg,"(0.104, 0.24]",8
614,1.48e+18,0.101448904,1,,,1479425471887842023.jpg,"(0.0492, 0.104]",7
4203,1.48e+18,0.236234939,1,,,1479425651369417267.jpg,"(0.104, 0.24]",8
1420,1.48e+18,-0.099644203,0,,,1479425512194844837.jpg,"(-0.248, -0.0977]",1
4766,1.48e+18,0.003490658,1,,,1479425679524219279.jpg,"(-0.0105, 0.00366]",4
5528,1.48e+18,-0.1134464,1,,,1479425717630876764.jpg,"(-0.248, -0.0977]",1
3428,1.48e+18,-0.277017544,0,,,1479425612612543034.jpg,"(-0.879, -0.248]",0
3049,1.48e+18,0.131326737,0,,,1479425593659213589.jpg,"(0.104, 0.24]",8
4882,1.48e+18,0.036961852,0,,,1479425685325299675.jpg,"(0.0197, 0.0492]",6
3471,1.48e+18,0.214675501,1,,,1479425614762858425.jpg,"(0.104, 0.24]",8
2691,1.48e+18,-0.045378562,0,,,1479425575756153764.jpg,"(-0.0977, -0.0419]",2
2352,1.48e+18,-0.007371664,0,,,1479425558803165457.jpg,"(-0.0105, 0.00366]",4
5197,1.48e+18,0.003490658,0,,,1479425701078008088.jpg,"(-0.0105, 0.00366]",4
306,1.48e+18,-0.037944923,1,,,1479425456485283777.jpg,"(-0.0419, -0.0105]",3
1084,1.48e+18,-0.138205116,0,,,1479425495392045350.jpg,"(-0.248, -0.0977]",1
1565,1.48e+18,-0.043872924,1,,,1479425519446200629.jpg,"(-0.0977, -0.0419]",2
3848,1.48e+18,0.066782182,0,,,1479425633616332771.jpg,"(0.0492, 0.104]",7
4104,1.48e+18,-0.098165825,1,,,1479425646418407584.jpg,"(-0.248, -0.0977]",1
4398,1.48e+18,-0.48660478,0,,,1479425661121009674.jpg,"(-0.879, -0.248]",0
707,1.48e+18,-0.041312728,0,,,1479425476538783734.jpg,"(-0.0419, -0.0105]",3
4057,1.48e+18,-0.457487493,0,,,1479425644068022241.jpg,"(-0.879, -0.248]",0
2318,1.48e+18,0.027925268,1,,,1479425557102924490.jpg,"(0.0197, 0.0492]",6
4687,1.48e+18,0.075149593,0,,,1479425675573553807.jpg,"(0.0492, 0.104]",7
769,1.48e+18,-0.236061197,0,,,1479425479639242683.jpg,"(-0.248, -0.0977]",1
3864,1.48e+18,0.0,0,,,1479425634416537212.jpg,"(-0.0105, 0.00366]",4
4623,1.48e+18,0.008726646,0,,,1479425672373050429.jpg,"(0.00366, 0.0197]",5
3723,1.48e+18,0.078539819,0,,,1479425627365114329.jpg,"(0.0492, 0.104]",7
5450,1.48e+18,-0.1134464,1,,,1479425713730258703.jpg,"(-0.248, -0.0977]",1
3674,1.48e+18,0.165806279,1,,,1479425624914692964.jpg,"(0.104, 0.24]",8
2578,1.48e+18,0.005235988,0,,,1479425570105104256.jpg,"(0.00366, 0.0197]",5
4191,1.48e+18,-0.019681829,0,,,1479425650769205762.jpg,"(-0.0419, -0.0105]",3
539,1.48e+18,0.176117647,0,,,1479425468137258519.jpg,"(0.104, 0.24]",8
4315,1.48e+18,0.007919518,1,,,1479425656970277788.jpg,"(0.00366, 0.0197]",5
60,1.48e+18,-0.019198623,1,,,1479425444183146275.jpg,"(-0.0419, -0.0105]",3
2137,1.48e+18,0.001745329,0,,,1479425548051310806.jpg,"(-0.0105, 0.00366]",4
3486,1.48e+18,0.312413931,0,,,1479425615513147590.jpg,"(0.24, 0.95]",9
2315,1.48e+18,0.029611657,1,,,1479425556952890501.jpg,"(0.0197, 0.0492]",6
893,1.48e+18,-0.059341196,1,,,1479425485840339023.jpg,"(-0.0977, -0.0419]",2
666,1.48e+18,0.006981317,1,,,1479425474488456262.jpg,"(0.00366, 0.0197]",5
858,1.48e+18,-0.010471975,0,,,1479425484090177169.jpg,"(-0.0419, -0.0105]",3
1799,1.48e+18,-0.125574122,1,,,1479425531148315994.jpg,"(-0.248, -0.0977]",1
2698,1.48e+18,-0.00510309,0,,,1479425576106092714.jpg,"(-0.0105, 0.00366]",4
1573,1.48e+18,-0.011044792,0,,,1479425519846313549.jpg,"(-0.0419, -0.0105]",3
3113,1.48e+18,-0.090780878,0,,,1479425596859739422.jpg,"(-0.0977, -0.0419]",2
1910,1.48e+18,-0.127604806,1,,,1479425536699309364.jpg,"(-0.248, -0.0977]",1
3571,1.48e+18,-0.478341879,1,,,1479425619763812623.jpg,"(-0.879, -0.248]",0
2933,1.48e+18,0.075049154,1,,,1479425587858060896.jpg,"(0.0492, 0.104]",7
2598,1.48e+18,-0.04363323,1,,,1479425571105343499.jpg,"(-0.0977, -0.0419]",2
820,1.48e+18,0.005550983,1,,,1479425482189705241.jpg,"(0.00366, 0.0197]",5
5380,1.48e+18,0.001745329,0,,,1479425710229622750.jpg,"(-0.0105, 0.00366]",4
394,1.48e+18,0.24085544,1,,,1479425460886062982.jpg,"(0.24, 0.95]",9
3550,1.48e+18,-0.620332892,0,,,1479425618713603031.jpg,"(-0.879, -0.248]",0
899,1.48e+18,-0.053428612,0,,,1479425486140467006.jpg,"(-0.0977, -0.0419]",2
3591,1.48e+18,0.003769605,0,,,1479425620763932006.jpg,"(0.00366, 0.0197]",5
1886,1.48e+18,-0.224350381,0,,,1479425535499077294.jpg,"(-0.248, -0.0977]",1
222,1.48e+18,0.049847774,0,,,1479425452284375611.jpg,"(0.0492, 0.104]",7
1264,1.48e+18,-0.36040113,1,,,1479425504393656555.jpg,"(-0.879, -0.248]",0
4492,1.48e+18,0.005235988,0,,,1479425665821869107.jpg,"(0.00366, 0.0197]",5
4550,1.48e+18,0.02617994,0,,,1479425668722332355.jpg,"(0.0197, 0.0492]",6
3503,1.48e+18,0.140440538,1,,,1479425616363155240.jpg,"(0.104, 0.24]",8
517,1.48e+18,0.151278393,0,,,1479425467037250592.jpg,"(0.104, 0.24]",8
169,1.48e+18,-0.019198623,0,,,1479425449634016171.jpg,"(-0.0419, -0.0105]",3
3306,1.48e+18,0.545896483,0,,,1479425606511460714.jpg,"(0.24, 0.95]",9
3202,1.48e+18,-0.257590311,1,,,1479425601310619580.jpg,"(-0.879, -0.248]",0
2923,1.48e+18,0.023476494,0,,,1479425587358203496.jpg,"(0.0197, 0.0492]",6
2869,1.48e+18,0.087378159,1,,,1479425584657784927.jpg,"(0.0492, 0.104]",7
1386,1.48e+18,-0.246012544,0,,,1479425510494730986.jpg,"(-0.248, -0.0977]",1
453,1.48e+18,0.011990712,1,,,1479425463836571234.jpg,"(0.00366, 0.0197]",5
4542,1.48e+18,0.02617994,0,,,1479425668322218263.jpg,"(0.0197, 0.0492]",6
4855,1.48e+18,-0.106465086,1,,,1479425683975030131.jpg,"(-0.248, -0.0977]",1
753,1.48e+18,-0.331721973,0,,,1479425478839141187.jpg,"(-0.879, -0.248]",0
2057,1.48e+18,0.076778216,0,,,1479425544050639336.jpg,"(0.0492, 0.104]",7
4177,1.48e+18,-0.158851488,1,,,1479425650069062014.jpg,"(-0.248, -0.0977]",1
340,1.48e+18,0.019192971,1,,,1479425458185513500.jpg,"(0.00366, 0.0197]",5
1714,1.48e+18,0.137531217,0,,,1479425526897556623.jpg,"(0.104, 0.24]",8
4784,1.48e+18,0.005970232,0,,,1479425680424455139.jpg,"(0.00366, 0.0197]",5
2365,1.48e+18,0.019198623,1,,,1479425559453243615.jpg,"(0.00366, 0.0197]",5
403,1.48e+18,0.24085544,0,,,1479425461336139116.jpg,"(0.24, 0.95]",9
1627,1.48e+18,-0.042531808,0,,,1479425522546799449.jpg,"(-0.0977, -0.0419]",2
2225,1.48e+18,0.258958053,1,,,1479425552452066848.jpg,"(0.24, 0.95]",9
4221,1.48e+18,0.688932731,0,,,1479425652269434926.jpg,"(0.24, 0.95]",9
1499,1.48e+18,0.001745329,0,,,1479425516145708534.jpg,"(-0.0105, 0.00366]",4
2985,1.48e+18,0.111701071,1,,,1479425590458736951.jpg,"(0.104, 0.24]",8
2499,1.48e+18,0.022689281,0,,,1479425566154477222.jpg,"(0.0197, 0.0492]",6
925,1.48e+18,0.346830438,1,,,1479425487440651816.jpg,"(0.24, 0.95]",9
251,1.48e+18,-0.036084882,0,,,1479425453734799602.jpg,"(-0.0419, -0.0105]",3
4505,1.48e+18,0.034906585,1,,,1479425666472033726.jpg,"(0.0197, 0.0492]",6
237,1.48e+18,0.02462778,0,,,1479425453034674381.jpg,"(0.0197, 0.0492]",6
559,1.48e+18,0.371755123,0,,,1479425469137457112.jpg,"(0.24, 0.95]",9
4942,1.48e+18,-0.008726646,0,,,1479425688325771344.jpg,"(-0.0105, 0.00366]",4
5575,1.48e+18,-0.115191728,0,,,1479425719981321507.jpg,"(-0.248, -0.0977]",1
1949,1.48e+18,-0.297727573,0,,,1479425538649625387.jpg,"(-0.879, -0.248]",0
2689,1.48e+18,-0.045378562,0,,,1479425575656158611.jpg,"(-0.0977, -0.0419]",2
5447,1.48e+18,-0.110266623,0,,,1479425713580142845.jpg,"(-0.248, -0.0977]",1
5124,1.48e+18,0.0,0,,,1479425697427417934.jpg,"(-0.0105, 0.00366]",4
3912,1.48e+18,-0.094247781,1,,,1479425636816795582.jpg,"(-0.0977, -0.0419]",2
1206,1.48e+18,0.065537236,1,,,1479425501493134396.jpg,"(0.0492, 0.104]",7
2705,1.48e+18,0.062831856,0,,,1479425576456170938.jpg,"(0.0492, 0.104]",7
2356,1.48e+18,0.019198623,0,,,1479425559003175996.jpg,"(0.00366, 0.0197]",5
48,1.48e+18,-0.027746405,0,,,1479425443582977575.jpg,"(-0.0419, -0.0105]",3
2200,1.48e+18,0.18465711,1,,,1479425551201797602.jpg,"(0.104, 0.24]",8
582,1.48e+18,0.383685899,1,,,1479425470287629689.jpg,"(0.24, 0.95]",9
3891,1.48e+18,-0.04712389,1,,,1479425635766647004.jpg,"(-0.0977, -0.0419]",2
3661,1.48e+18,0.195588628,0,,,1479425624264535802.jpg,"(0.104, 0.24]",8
821,1.48e+18,0.010471975,1,,,1479425482240345436.jpg,"(0.00366, 0.0197]",5
2145,1.48e+18,0.0,1,,,1479425548451338199.jpg,"(-0.0105, 0.00366]",4
1783,1.48e+18,-0.073303826,0,,,1479425530348173447.jpg,"(-0.0977, -0.0419]",2
5192,1.48e+18,0.001745329,1,,,1479425700828091916.jpg,"(-0.0105, 0.00366]",4
5304,1.48e+18,0.012217305,0,,,1479425706428904921.jpg,"(0.00366, 0.0197]",5
5072,1.48e+18,-0.003490658,0,,,1479425694826906254.jpg,"(-0.0105, 0.00366]",4
3286,1.48e+18,0.49018615,0,,,1479425605511295200.jpg,"(0.24, 0.95]",9
2377,1.48e+18,0.020943951,0,,,1479425560053325507.jpg,"(0.0197, 0.0492]",6
1661,1.48e+18,0.032270073,0,,,1479425524247268634.jpg,"(0.0197, 0.0492]",6
1674,1.48e+18,-0.00846802,1,,,1479425524897126058.jpg,"(-0.0105, 0.00366]",4
2134,1.48e+18,0.001745329,1,,,1479425547901173167.jpg,"(-0.0105, 0.00366]",4
155,1.48e+18,-0.024434609,1,,,1479425448933879663.jpg,"(-0.0419, -0.0105]",3
4231,1.48e+18,0.798443541,0,,,1479425652769558751.jpg,"(0.24, 0.95]",9
2524,1.48e+18,0.029670598,1,,,1479425567404776357.jpg,"(0.0197, 0.0492]",6
2371,1.48e+18,0.020943951,1,,,1479425559753266944.jpg,"(0.0197, 0.0492]",6
2618,1.48e+18,-0.244014839,1,,,1479425572105434232.jpg,"(-0.248, -0.0977]",1
3589,1.48e+18,-0.038729242,0,,,1479425620663902814.jpg,"(-0.0419, -0.0105]",3
3212,1.48e+18,-0.18801121,0,,,1479425601810688801.jpg,"(-0.248, -0.0977]",1
3933,1.48e+18,-0.062992733,0,,,1479425637866973677.jpg,"(-0.0977, -0.0419]",2
365,1.48e+18,0.193069436,1,,,1479425459435785050.jpg,"(0.104, 0.24]",8
377,1.48e+18,0.209439516,1,,,1479425460035898639.jpg,"(0.104, 0.24]",8
2038,1.48e+18,0.363972598,0,,,1479425543100384243.jpg,"(0.24, 0.95]",9
2294,1.48e+18,0.058962376,0,,,1479425555902631573.jpg,"(0.0492, 0.104]",7
321,1.48e+18,0.017453292,1,,,1479425457235454552.jpg,"(0.00366, 0.0197]",5
670,1.48e+18,0.008726646,0,,,1479425474688495756.jpg,"(0.00366, 0.0197]",5
407,1.48e+18,0.270056943,0,,,1479425461536098853.jpg,"(0.24, 0.95]",9
2746,1.48e+18,0.19024089,0,,,1479425578506569971.jpg,"(0.104, 0.24]",8
3217,1.48e+18,-0.061086524,1,,,1479425602060762511.jpg,"(-0.0977, -0.0419]",2
5097,1.48e+18,0.02966417,0,,,1479425696077122819.jpg,"(0.0197, 0.0492]",6
2757,1.48e+18,0.235722302,0,,,1479425579056630454.jpg,"(0.104, 0.24]",8
3136,1.48e+18,-0.228380787,0,,,1479425598010048530.jpg,"(-0.248, -0.0977]",1
2340,1.48e+18,-0.027925268,1,,,1479425558203063304.jpg,"(-0.0419, -0.0105]",3
1276,1.48e+18,-0.315604046,0,,,1479425504993711060.jpg,"(-0.879, -0.248]",0
293,1.48e+18,-0.04712389,1,,,1479425455835194894.jpg,"(-0.0977, -0.0419]",2
4562,1.48e+18,0.02617994,0,,,1479425669322453406.jpg,"(0.0197, 0.0492]",6
4383,1.48e+18,-0.631583803,0,,,1479425660370916987.jpg,"(-0.879, -0.248]",0
903,1.48e+18,-0.040142573,0,,,1479425486340421705.jpg,"(-0.0419, -0.0105]",3
331,1.48e+18,-0.044800113,0,,,1479425457735463426.jpg,"(-0.0977, -0.0419]",2
4230,1.48e+18,0.773973333,0,,,1479425652719642269.jpg,"(0.24, 0.95]",9
5165,1.48e+18,-0.02617994,0,,,1479425699477725764.jpg,"(-0.0419, -0.0105]",3
3485,1.48e+18,0.316600416,0,,,1479425615463016386.jpg,"(0.24, 0.95]",9
2483,1.48e+18,0.064577185,1,,,1479425565354259258.jpg,"(0.0492, 0.104]",7
3706,1.48e+18,0.083775803,0,,,1479425626514974250.jpg,"(0.0492, 0.104]",7
2887,1.48e+18,0.020943951,1,,,1479425585557862715.jpg,"(0.0197, 0.0492]",6
4540,1.48e+18,0.02617994,0,,,1479425668222242819.jpg,"(0.0197, 0.0492]",6
5287,1.48e+18,0.010471975,1,,,1479425705578701966.jpg,"(0.00366, 0.0197]",5
4070,1.48e+18,-0.359913275,0,,,1479425644718174754.jpg,"(-0.879, -0.248]",0
2190,1.48e+18,0.064594207,1,,,1479425550701752654.jpg,"(0.0492, 0.104]",7
2925,1.48e+18,0.048711589,0,,,1479425587458281427.jpg,"(0.0197, 0.0492]",6
3003,1.48e+18,0.075049154,1,,,1479425591358850690.jpg,"(0.0492, 0.104]",7
3331,1.48e+18,0.313160383,0,,,1479425607761761198.jpg,"(0.24, 0.95]",9
2495,1.48e+18,0.019198623,0,,,1479425565954366726.jpg,"(0.00366, 0.0197]",5
4264,1.48e+18,0.784030793,0,,,1479425654419832203.jpg,"(0.24, 0.95]",9
4697,1.48e+18,0.085521132,0,,,1479425676073591489.jpg,"(0.0492, 0.104]",7
1217,1.48e+18,0.064762589,1,,,1479425502043269577.jpg,"(0.0492, 0.104]",7
5145,1.48e+18,-0.036651913,1,,,1479425698477682188.jpg,"(-0.0419, -0.0105]",3
4823,1.48e+18,0.006171198,0,,,1479425682374744005.jpg,"(0.00366, 0.0197]",5
5019,1.48e+18,0.015707964,0,,,1479425692176442367.jpg,"(0.00366, 0.0197]",5
2894,1.48e+18,0.048953062,1,,,1479425585908068146.jpg,"(0.0197, 0.0492]",6
1914,1.48e+18,-0.141371667,0,,,1479425536899321059.jpg,"(-0.248, -0.0977]",1
4052,1.48e+18,-0.462512255,0,,,1479425643817977613.jpg,"(-0.879, -0.248]",0
2687,1.48e+18,-0.047782956,0,,,1479425575556081033.jpg,"(-0.0977, -0.0419]",2
3215,1.48e+18,-0.100146989,0,,,1479425601960798611.jpg,"(-0.248, -0.0977]",1
3324,1.48e+18,0.470762743,0,,,1479425607411609421.jpg,"(0.24, 0.95]",9
3141,1.48e+18,-0.325546124,0,,,1479425598260009073.jpg,"(-0.879, -0.248]",0
3197,1.48e+18,-0.353620197,0,,,1479425601060555310.jpg,"(-0.879, -0.248]",0
5123,1.48e+18,-0.001745329,0,,,1479425697377409463.jpg,"(-0.0105, 0.00366]",4
5556,1.48e+18,-0.130899698,0,,,1479425719031130839.jpg,"(-0.248, -0.0977]",1
5456,1.48e+18,-0.132027283,1,,,1479425714030246805.jpg,"(-0.248, -0.0977]",1
1619,1.48e+18,-0.064577185,1,,,1479425522146698478.jpg,"(-0.0977, -0.0419]",2
4910,1.48e+18,0.020943951,0,,,1479425686725523485.jpg,"(0.0197, 0.0492]",6
1957,1.48e+18,-0.266623235,1,,,1479425539049654751.jpg,"(-0.879, -0.248]",0
4252,1.48e+18,0.918737423,0,,,1479425653819732618.jpg,"(0.24, 0.95]",9
1524,1.48e+18,0.0,0,,,1479425517395867402.jpg,"(-0.0105, 0.00366]",4
3031,1.48e+18,0.092502452,0,,,1479425592759026733.jpg,"(0.0492, 0.104]",7
3944,1.48e+18,-0.019198623,1,,,1479425638417089658.jpg,"(-0.0419, -0.0105]",3
3484,1.48e+18,0.317649931,0,,,1479425615412999980.jpg,"(0.24, 0.95]",9
588,1.48e+18,0.27183001,1,,,1479425470587738917.jpg,"(0.24, 0.95]",9
4003,1.48e+18,-0.043521199,0,,,1479425641367597111.jpg,"(-0.0977, -0.0419]",2
4088,1.48e+18,-0.161186263,1,,,1479425645618309928.jpg,"(-0.248, -0.0977]",1
2004,1.48e+18,0.308826464,1,,,1479425541400092845.jpg,"(0.24, 0.95]",9
742,1.48e+18,-0.327082715,0,,,1479425478289079599.jpg,"(-0.879, -0.248]",0
4078,1.48e+18,-0.305665254,1,,,1479425645118337649.jpg,"(-0.879, -0.248]",0
5467,1.48e+18,-0.137881011,1,,,1479425714580327171.jpg,"(-0.248, -0.0977]",1
1415,1.48e+18,-0.125663713,0,,,1479425511945487919.jpg,"(-0.248, -0.0977]",1
136,1.48e+18,-0.050614547,0,,,1479425447983829975.jpg,"(-0.0977, -0.0419]",2
4923,1.48e+18,0.000880374,1,,,1479425687375625472.jpg,"(-0.0105, 0.00366]",4
812,1.48e+18,-0.08302863,0,,,1479425481789695376.jpg,"(-0.0977, -0.0419]",2
2960,1.48e+18,0.068227103,1,,,1479425589208467413.jpg,"(0.0492, 0.104]",7
2686,1.48e+18,-0.058446032,1,,,1479425575506144444.jpg,"(-0.0977, -0.0419]",2
529,1.48e+18,0.263544708,0,,,1479425467637198914.jpg,"(0.24, 0.95]",9
625,1.48e+18,0.045637014,0,,,1479425472438151321.jpg,"(0.0197, 0.0492]",6
417,1.48e+18,0.317649931,0,,,1479425462036292389.jpg,"(0.24, 0.95]",9
3621,1.48e+18,0.23053055,1,,,1479425622264197041.jpg,"(0.104, 0.24]",8
695,1.48e+18,-0.05786699,0,,,1479425475938681487.jpg,"(-0.0977, -0.0419]",2
881,1.48e+18,-0.068067841,1,,,1479425485240270487.jpg,"(-0.0977, -0.0419]",2
2052,1.48e+18,0.141127313,1,,,1479425543800513590.jpg,"(0.104, 0.24]",8
