,image,angle
19096,19097.jpg,-17.24
13938,13939.jpg,-18.86
45119,45120.jpg,-1.11
41622,41623.jpg,3.43
30037,30038.jpg,-31.06
22896,22897.jpg,0.3
28619,28620.jpg,-19.06
44005,44006.jpg,6.25
397,398.jpg,-2.72
1136,1137.jpg,8.27
43387,43388.jpg,10.49
34662,34663.jpg,-47.7
19382,19383.jpg,2.82
26071,26072.jpg,24.3
25932,25933.jpg,-20.87
20964,20965.jpg,12.5
16105,16106.jpg,4.64
5640,5641.jpg,-13.51
34153,34154.jpg,11.7
20461,20462.jpg,9.08
38398,38399.jpg,21.98
20280,20281.jpg,-10.08
42717,42718.jpg,16.94
14422,14423.jpg,12.91
21708,21709.jpg,14.32
1170,1171.jpg,5.65
1383,1384.jpg,-1.41
34547,34548.jpg,-25.01
39513,39514.jpg,7.56
32503,32504.jpg,-25.71
29204,29205.jpg,-2.42
14304,14305.jpg,-17.75
26821,26822.jpg,-5.65
26734,26735.jpg,-47.6
7995,7996.jpg,1.11
17504,17505.jpg,0.71
5224,5225.jpg,-5.85
40520,40521.jpg,0.4
10682,10683.jpg,-84.81
34570,34571.jpg,-43.97
4228,4229.jpg,-5.85
15094,15095.jpg,17.34
20348,20349.jpg,0.0
36047,36048.jpg,-6.05
17163,17164.jpg,3.43
33726,33727.jpg,-35.8
11164,11165.jpg,2.52
27120,27121.jpg,46.69
4597,4598.jpg,18.15
29357,29358.jpg,-12.91
45003,45004.jpg,14.72
6781,6782.jpg,1.41
27542,27543.jpg,25.11
29043,29044.jpg,-0.5
11806,11807.jpg,-15.13
8478,8479.jpg,7.36
8821,8822.jpg,1.11
4560,4561.jpg,0.0
34996,34997.jpg,70.29
18549,18550.jpg,2.32
19159,19160.jpg,-1.61
736,737.jpg,-6.25
29175,29176.jpg,5.45
22304,22305.jpg,3.23
36463,36464.jpg,47.7
23839,23840.jpg,1.71
25419,25420.jpg,-11.39
26894,26895.jpg,-11.5
8578,8579.jpg,-10.89
9122,9123.jpg,26.02
18471,18472.jpg,0.91
19910,19911.jpg,-10.69
12708,12709.jpg,0.61
42632,42633.jpg,18.05
13821,13822.jpg,-1.51
21284,21285.jpg,0.0
3081,3082.jpg,4.44
20201,20202.jpg,-17.85
22398,22399.jpg,-3.83
28350,28351.jpg,13.01
39293,39294.jpg,4.74
927,928.jpg,0.0
9744,9745.jpg,9.18
7261,7262.jpg,-2.72
2231,2232.jpg,-0.61
16148,16149.jpg,13.41
43221,43222.jpg,-2.92
19928,19929.jpg,-4.03
42336,42337.jpg,-2.02
15354,15355.jpg,-4.74
36273,36274.jpg,-7.76
1520,1521.jpg,-4.03
8835,8836.jpg,0.61
28809,28810.jpg,0.0
37136,37137.jpg,-64.34
14152,14153.jpg,-4.74
14058,14059.jpg,-7.36
215,216.jpg,-10.69
10909,10910.jpg,-4.74
38945,38946.jpg,7.76
36203,36204.jpg,-8.87
17898,17899.jpg,7.36
9088,9089.jpg,23.09
19773,19774.jpg,-3.83
3739,3740.jpg,2.82
6381,6382.jpg,14.82
297,298.jpg,311.8
27735,27736.jpg,-40.64
38172,38173.jpg,28.64
8146,8147.jpg,0.0
19005,19006.jpg,2.42
11028,11029.jpg,1.31
25298,25299.jpg,0.1
17149,17150.jpg,2.62
24264,24265.jpg,5.85
29910,29911.jpg,-1.21
19237,19238.jpg,14.42
7107,7108.jpg,-1.92
43004,43005.jpg,-18.35
30787,30788.jpg,12.2
5448,5449.jpg,-18.86
14764,14765.jpg,-9.78
31327,31328.jpg,-0.61
11235,11236.jpg,-1.31
39592,39593.jpg,10.69
44711,44712.jpg,9.78
27491,27492.jpg,24.2
44695,44696.jpg,9.78
18831,18832.jpg,5.14
27446,27447.jpg,18.35
30167,30168.jpg,-45.38
4354,4355.jpg,4.74
3697,3698.jpg,2.22
34187,34188.jpg,-22.89
17971,17972.jpg,6.45
27177,27178.jpg,-0.61
8002,8003.jpg,0.2
33478,33479.jpg,68.07
36813,36814.jpg,15.23
38350,38351.jpg,4.54
44196,44197.jpg,11.6
12176,12177.jpg,29.04
5563,5564.jpg,1.41
17794,17795.jpg,-1.51
17222,17223.jpg,-1.11
38062,38063.jpg,2.22
24357,24358.jpg,2.22
22794,22795.jpg,-9.08
18232,18233.jpg,6.35
44861,44862.jpg,7.36
27463,27464.jpg,30.05
44950,44951.jpg,13.41
8378,8379.jpg,0.0
14251,14252.jpg,-13.71
36346,36347.jpg,10.89
14742,14743.jpg,-53.95
40985,40986.jpg,1.71
638,639.jpg,-5.04
23856,23857.jpg,2.52
44723,44724.jpg,9.78
12909,12910.jpg,9.78
7113,7114.jpg,-2.02
18083,18084.jpg,7.46
28829,28830.jpg,-0.4
3397,3398.jpg,2.42
8716,8717.jpg,-9.98
21435,21436.jpg,10.79
9866,9867.jpg,-1.11
1066,1067.jpg,5.75
3338,3339.jpg,2.42
42589,42590.jpg,17.85
5767,5768.jpg,-10.69
31263,31264.jpg,-13.31
36192,36193.jpg,-9.08
1798,1799.jpg,0.0
14881,14882.jpg,15.23
686,687.jpg,4.64
339,340.jpg,-1.61
38252,38253.jpg,-13.21
1545,1546.jpg,-1.21
3093,3094.jpg,4.44
10709,10710.jpg,-24.5
36270,36271.jpg,-7.36
4581,4582.jpg,17.55
41913,41914.jpg,-0.4
5594,5595.jpg,-1.92
33225,33226.jpg,-41.24
26730,26731.jpg,-62.42
8666,8667.jpg,-10.08
17339,17340.jpg,2.12
28954,28955.jpg,0.5
37535,37536.jpg,3.93
23094,23095.jpg,0.1
37219,37220.jpg,-58.39
1551,1552.jpg,1.61
32955,32956.jpg,9.08
30623,30624.jpg,38.82
15572,15573.jpg,-16.34
16847,16848.jpg,1.31
15004,15005.jpg,20.07
2106,2107.jpg,0.0
36665,36666.jpg,14.02
2705,2706.jpg,-11.19
19356,19357.jpg,8.37
31913,31914.jpg,-5.04
13368,13369.jpg,9.28
24120,24121.jpg,-8.47
326,327.jpg,8.97
22834,22835.jpg,-0.71
28459,28460.jpg,-18.55
42716,42717.jpg,17.55
38635,38636.jpg,8.27
36061,36062.jpg,-4.03
44656,44657.jpg,9.78
3041,3042.jpg,4.13
16896,16897.jpg,0.2
25578,25579.jpg,7.36
19982,19983.jpg,6.15
38372,38373.jpg,17.85
16468,16469.jpg,-1.92
2896,2897.jpg,5.45
37690,37691.jpg,-2.62
2578,2579.jpg,-9.58
8853,8854.jpg,0.61
13058,13059.jpg,5.14
41205,41206.jpg,0.61
34938,34939.jpg,26.42
2835,2836.jpg,-0.81
13484,13485.jpg,10.49
21270,21271.jpg,-2.42
23289,23290.jpg,14.72
14368,14369.jpg,-25.41
25309,25310.jpg,-4.34
10004,10005.jpg,-11.29
4322,4323.jpg,4.84
40207,40208.jpg,-3.53
18473,18474.jpg,0.91
37148,37149.jpg,-73.21
8109,8110.jpg,-0.61
9164,9165.jpg,21.08
27256,27257.jpg,0.5
34623,34624.jpg,-60.01
43076,43077.jpg,0.2
23669,23670.jpg,-14.42
35355,35356.jpg,6.25
11197,11198.jpg,0.71
44398,44399.jpg,9.88
29987,29988.jpg,-26.72
44478,44479.jpg,9.78
2532,2533.jpg,1.31
25608,25609.jpg,-1.51
44849,44850.jpg,10.49
43874,43875.jpg,-20.87
31557,31558.jpg,57.28
26431,26432.jpg,15.33
12541,12542.jpg,-0.91
30338,30339.jpg,0.81
43351,43352.jpg,5.45
36020,36021.jpg,-3.13
34760,34761.jpg,0.91
24247,24248.jpg,-1.51
12180,12181.jpg,29.45
24539,24540.jpg,-38.32
43657,43658.jpg,23.7
20671,20672.jpg,1.11
8766,8767.jpg,1.82
42194,42195.jpg,0.5
32136,32137.jpg,15.73
39460,39461.jpg,8.87
30608,30609.jpg,39.83
43473,43474.jpg,-7.06
41858,41859.jpg,0.2
19568,19569.jpg,20.37
43493,43494.jpg,-6.66
16204,16205.jpg,12.3
25563,25564.jpg,7.87
45045,45046.jpg,0.0
30324,30325.jpg,1.92
18999,19000.jpg,4.34
22373,22374.jpg,-7.26
8487,8488.jpg,4.34
42719,42720.jpg,15.33
18396,18397.jpg,0.91
39218,39219.jpg,4.74
32999,33000.jpg,16.13
29737,29738.jpg,10.89
21529,21530.jpg,9.68
17469,17470.jpg,0.4
38244,38245.jpg,-7.66
30442,30443.jpg,53.65
24296,24297.jpg,16.54
16283,16284.jpg,9.78
27687,27688.jpg,-16.74
24339,24340.jpg,2.62
45240,45241.jpg,14.32
39740,39741.jpg,1.82
37472,37473.jpg,-0.61
34388,34389.jpg,61.01
33568,33569.jpg,-3.73
39962,39963.jpg,-0.1
11011,11012.jpg,-0.91
7928,7929.jpg,-2.22
29289,29290.jpg,-14.72
14941,14942.jpg,18.45
31679,31680.jpg,-13.31
38879,38880.jpg,8.27
24214,24215.jpg,1.71
14574,14575.jpg,-0.61
9538,9539.jpg,-13.31
32014,32015.jpg,20.67
6273,6274.jpg,16.94
40713,40714.jpg,1.92
9816,9817.jpg,-2.52
24671,24672.jpg,4.03
42929,42930.jpg,-14.72
43685,43686.jpg,26.22
44314,44315.jpg,9.78
24336,24337.jpg,4.03
26966,26967.jpg,4.13
19800,19801.jpg,-8.17
27852,27853.jpg,-15.23
33234,33235.jpg,-37.82
28957,28958.jpg,0.2
38777,38778.jpg,8.27
34040,34041.jpg,15.43
20679,20680.jpg,-3.83
26496,26497.jpg,5.34
11313,11314.jpg,0.71
27340,27341.jpg,16.84
16012,16013.jpg,-10.69
11411,11412.jpg,1.01
8289,8290.jpg,5.65
33730,33731.jpg,-32.27
6730,6731.jpg,1.51
4237,4238.jpg,-5.65
19524,19525.jpg,11.9
42752,42753.jpg,16.44
19245,19246.jpg,14.32
7103,7104.jpg,-1.92
35782,35783.jpg,-69.38
20837,20838.jpg,5.14
14364,14365.jpg,-20.37
44355,44356.jpg,9.78
32150,32151.jpg,15.23
33069,33070.jpg,11.7
9675,9676.jpg,-12.71
12074,12075.jpg,0.0
21560,21561.jpg,-15.23
38597,38598.jpg,8.27
18963,18964.jpg,1.61
24219,24220.jpg,0.4
23014,23015.jpg,1.21
33102,33103.jpg,3.33
19229,19230.jpg,13.92
9048,9049.jpg,23.39
32088,32089.jpg,25.51
40884,40885.jpg,1.31
32787,32788.jpg,-17.55
6530,6531.jpg,-0.91
5630,5631.jpg,-14.02
8454,8455.jpg,0.2
44105,44106.jpg,9.48
11515,11516.jpg,1.51
39336,39337.jpg,4.64
15031,15032.jpg,16.54
45402,45403.jpg,2.22
14755,14756.jpg,-17.14
23907,23908.jpg,12.91
40808,40809.jpg,0.0
25457,25458.jpg,-1.51
18780,18781.jpg,0.0
13634,13635.jpg,29.14
6746,6747.jpg,1.51
26953,26954.jpg,2.62
28431,28432.jpg,-13.01
18905,18906.jpg,1.01
24745,24746.jpg,-4.54
20020,20021.jpg,-17.45
5625,5626.jpg,-14.52
23722,23723.jpg,-13.71
2975,2976.jpg,6.05
29382,29383.jpg,-12.61
41134,41135.jpg,2.02
39046,39047.jpg,-64.34
555,556.jpg,-103.26
23874,23875.jpg,6.15
33318,33319.jpg,24.4
25201,25202.jpg,0.91
36278,36279.jpg,-7.76
32561,32562.jpg,-30.76
34337,34338.jpg,-3.33
23434,23435.jpg,1.21
29339,29340.jpg,-13.11
25638,25639.jpg,-0.4
14602,14603.jpg,1.01
33325,33326.jpg,21.48
32038,32039.jpg,17.24
24060,24061.jpg,-1.51
44413,44414.jpg,9.88
15891,15892.jpg,-3.93
8977,8978.jpg,1.31
26171,26172.jpg,95.5
9192,9193.jpg,24.2
19210,19211.jpg,13.41
8647,8648.jpg,-9.78
499,500.jpg,-99.23
25689,25690.jpg,-59.29
30249,30250.jpg,4.44
5333,5334.jpg,-19.46
6893,6894.jpg,56.97
28911,28912.jpg,2.02
916,917.jpg,185.45
3413,3414.jpg,2.92
32831,32832.jpg,-3.93
41938,41939.jpg,2.62
39799,39800.jpg,-2.02
20818,20819.jpg,13.01
16502,16503.jpg,-10.79
22305,22306.jpg,3.13
38453,38454.jpg,43.76
14109,14110.jpg,0.3
37567,37568.jpg,-4.24
31974,31975.jpg,7.56
18973,18974.jpg,2.52
24201,24202.jpg,2.62
37365,37366.jpg,30.45
31550,31551.jpg,51.23
13395,13396.jpg,8.07
43979,43980.jpg,0.0
44665,44666.jpg,0.0
16482,16483.jpg,-8.47
30006,30007.jpg,-25.11
3540,3541.jpg,1.01
17685,17686.jpg,2.32
37222,37223.jpg,-55.66
6217,6218.jpg,3.13
11234,11235.jpg,-1.41
18895,18896.jpg,1.11
5058,5059.jpg,12.91
37876,37877.jpg,-8.87
22813,22814.jpg,-8.97
32849,32850.jpg,-2.32
16010,16011.jpg,-10.69
4379,4380.jpg,5.14
192,193.jpg,2.92
37799,37800.jpg,-6.25
713,714.jpg,1.21
28701,28702.jpg,7.16
44375,44376.jpg,9.78
25994,25995.jpg,-18.55
33466,33467.jpg,67.26
34757,34758.jpg,2.42
38331,38332.jpg,21.68
10391,10392.jpg,0.0
31194,31195.jpg,2.92
34020,34021.jpg,14.82
4429,4430.jpg,171.63
23830,23831.jpg,0.5
33436,33437.jpg,52.13
22001,22002.jpg,-0.61
38334,38335.jpg,18.05
20973,20974.jpg,12.5
30362,30363.jpg,4.44
36242,36243.jpg,-6.66
29708,29709.jpg,53.14
8203,8204.jpg,1.41
3678,3679.jpg,2.22
5402,5403.jpg,-20.07
24724,24725.jpg,-10.69
10669,10670.jpg,-106.9
11555,11556.jpg,4.44
34704,34705.jpg,-19.66
22923,22924.jpg,0.2
41665,41666.jpg,0.71
22796,22797.jpg,-9.08
24899,24900.jpg,-16.34
28213,28214.jpg,46.59
36624,36625.jpg,27.03
31023,31024.jpg,-73.51
20842,20843.jpg,9.68
28011,28012.jpg,24.2
41381,41382.jpg,-0.5
1714,1715.jpg,-0.71
6588,6589.jpg,2.92
42121,42122.jpg,21.18
24955,24956.jpg,-23.7
35913,35914.jpg,6.76
1870,1871.jpg,0.0
31748,31749.jpg,-7.16
10470,10471.jpg,-0.5
4677,4678.jpg,12.2
36761,36762.jpg,17.75
38946,38947.jpg,7.76
14220,14221.jpg,-19.76
18623,18624.jpg,9.08
21162,21163.jpg,-3.03
10323,10324.jpg,0.0
1328,1329.jpg,39.63
38241,38242.jpg,-5.14
36728,36729.jpg,15.03
29439,29440.jpg,-11.8
19634,19635.jpg,6.35
18633,18634.jpg,8.37
145,146.jpg,-10.0
5432,5433.jpg,-20.17
40968,40969.jpg,2.12
9800,9801.jpg,-2.52
41130,41131.jpg,2.02
7348,7349.jpg,-1.82
18443,18444.jpg,0.91
33340,33341.jpg,23.5
3919,3920.jpg,7.97
36280,36281.jpg,-7.87
31736,31737.jpg,-7.87
36229,36230.jpg,-6.86
29106,29107.jpg,-2.12
21813,21814.jpg,3.73
26292,26293.jpg,11.29
21026,21027.jpg,26.42
3641,3642.jpg,2.82
44834,44835.jpg,14.52
12590,12591.jpg,3.43
1722,1723.jpg,-0.81
22158,22159.jpg,-1.71
230,231.jpg,2.82
12744,12745.jpg,1.31
2859,2860.jpg,-0.3
81,82.jpg,1.41
20476,20477.jpg,1.82
5917,5918.jpg,-16.64
3247,3248.jpg,2.42
18452,18453.jpg,0.2
8957,8958.jpg,2.62
41822,41823.jpg,1.61
24119,24120.jpg,-8.27
8682,8683.jpg,-10.59
1106,1107.jpg,17.75
44873,44874.jpg,9.28
15190,15191.jpg,-0.5
18667,18668.jpg,8.77
18617,18618.jpg,9.18
36096,36097.jpg,-3.43
11832,11833.jpg,-15.03
37781,37782.jpg,-0.1
11025,11026.jpg,1.11
42698,42699.jpg,20.07
32493,32494.jpg,-26.92
23003,23004.jpg,1.51
12022,12023.jpg,2.42
35889,35890.jpg,-21.78
26722,26723.jpg,-84.5
5102,5103.jpg,4.34
25697,25698.jpg,-68.27
17094,17095.jpg,1.61
27251,27252.jpg,0.0
12679,12680.jpg,0.81
4457,4458.jpg,254.52
10549,10550.jpg,2.62
4454,4455.jpg,246.66
350,351.jpg,-1.71
27840,27841.jpg,-13.61
11777,11778.jpg,-15.53
40205,40206.jpg,-2.92
19520,19521.jpg,11.7
41054,41055.jpg,-1.31
18170,18171.jpg,2.42
33865,33866.jpg,3.03
23126,23127.jpg,0.81
11758,11759.jpg,-16.34
29170,29171.jpg,5.55
15941,15942.jpg,-10.49
4905,4906.jpg,19.76
17373,17374.jpg,1.92
18361,18362.jpg,-0.81
32187,32188.jpg,30.66
20623,20624.jpg,5.45
7756,7757.jpg,18.86
36990,36991.jpg,-18.66
5291,5292.jpg,-23.7
1612,1613.jpg,0.1
13749,13750.jpg,29.75
19580,19581.jpg,13.82
706,707.jpg,1.61
15292,15293.jpg,-2.22
27713,27714.jpg,-39.53
29819,29820.jpg,4.03
31028,31029.jpg,-74.32
1037,1038.jpg,29.75
7163,7164.jpg,-1.71
32518,32519.jpg,-28.13
36327,36328.jpg,-7.56
2464,2465.jpg,0.0
19053,19054.jpg,-8.17
39568,39569.jpg,9.88
10439,10440.jpg,0.0
181,182.jpg,-1.51
21276,21277.jpg,-3.43
24981,24982.jpg,-24.2
15120,15121.jpg,19.76
13664,13665.jpg,26.62
4839,4840.jpg,-0.1
20356,20357.jpg,-3.73
31306,31307.jpg,-7.97
17480,17481.jpg,-0.1
7365,7366.jpg,-2.52
43615,43616.jpg,25.82
6373,6374.jpg,18.55
44996,44997.jpg,14.92
44066,44067.jpg,17.34
1348,1349.jpg,17.24
933,934.jpg,196.03
24078,24079.jpg,0.2
284,285.jpg,494.12
5591,5592.jpg,-1.21
37497,37498.jpg,2.32
5065,5066.jpg,13.92
18925,18926.jpg,0.2
15015,15016.jpg,19.87
27245,27246.jpg,5.45
31255,31256.jpg,-8.67
30927,30928.jpg,-9.38
45361,45362.jpg,4.24
44118,44119.jpg,9.38
8709,8710.jpg,-9.98
40711,40712.jpg,2.42
12119,12120.jpg,2.62
43859,43860.jpg,-19.76
34551,34552.jpg,-29.85
43640,43641.jpg,22.08
37380,37381.jpg,26.62
709,710.jpg,1.21
33825,33826.jpg,-0.4
11953,11954.jpg,-18.25
29871,29872.jpg,10.49
5724,5725.jpg,-13.92
30395,30396.jpg,13.21
10974,10975.jpg,-5.55
18714,18715.jpg,4.74
1819,1820.jpg,0.0
30188,30189.jpg,-22.08
25825,25826.jpg,-71.39
29219,29220.jpg,-3.43
34683,34684.jpg,-36.4
31870,31871.jpg,-2.02
20387,20388.jpg,2.52
30346,30347.jpg,2.12
14817,14818.jpg,6.35
36611,36612.jpg,24.2
34638,34639.jpg,-58.08
17182,17183.jpg,1.11
45164,45165.jpg,10.79
4466,4467.jpg,247.06
18800,18801.jpg,0.5
40020,40021.jpg,1.41
3164,3165.jpg,4.44
9732,9733.jpg,5.34
6847,6848.jpg,18.66
2301,2302.jpg,1.71
6416,6417.jpg,15.33
16454,16455.jpg,0.91
1411,1412.jpg,-0.71
10623,10624.jpg,-144.6
14757,14758.jpg,-14.32
10319,10320.jpg,0.0
5855,5856.jpg,-17.55
18245,18246.jpg,7.46
38401,38402.jpg,22.39
45183,45184.jpg,12.4
16927,16928.jpg,3.03
14812,14813.jpg,2.82
10348,10349.jpg,0.0
38192,38193.jpg,28.34
23133,23134.jpg,2.32
32203,32204.jpg,38.32
34858,34859.jpg,8.77
34768,34769.jpg,0.4
29747,29748.jpg,6.35
37267,37268.jpg,-12.71
2516,2517.jpg,0.5
28061,28062.jpg,34.39
41025,41026.jpg,1.82
31484,31485.jpg,-3.13
38540,38541.jpg,8.27
43582,43583.jpg,5.34
26575,26576.jpg,-67.76
12297,12298.jpg,30.15
33678,33679.jpg,-43.06
34853,34854.jpg,10.39
16559,16560.jpg,-10.49
33781,33782.jpg,-8.27
43744,43745.jpg,3.53
10689,10690.jpg,-66.35
9988,9989.jpg,-5.14
27526,27527.jpg,23.19
21158,21159.jpg,-3.03
6705,6706.jpg,1.51
20143,20144.jpg,-9.08
21118,21119.jpg,-0.61
16441,16442.jpg,1.82
662,663.jpg,2.22
28052,28053.jpg,34.39
14169,14170.jpg,-19.06
9650,9651.jpg,-10.39
27349,27350.jpg,5.95
32654,32655.jpg,-9.48
10862,10863.jpg,-4.34
27002,27003.jpg,-1.31
6975,6976.jpg,104.07
19028,19029.jpg,-4.54
44287,44288.jpg,9.78
19669,19670.jpg,3.33
39602,39603.jpg,6.86
31828,31829.jpg,-38.02
38228,38229.jpg,8.47
5998,5999.jpg,-13.92
24086,24087.jpg,-0.61
40494,40495.jpg,12.81
16263,16264.jpg,8.77
16121,16122.jpg,12.81
6186,6187.jpg,3.63
29362,29363.jpg,-12.71
13372,13373.jpg,9.28
12369,12370.jpg,26.12
7110,7111.jpg,-1.92
45388,45389.jpg,1.21
20079,20080.jpg,-16.94
15217,15218.jpg,3.93
37133,37134.jpg,-63.13
9938,9939.jpg,1.21
5999,6000.jpg,-14.42
18710,18711.jpg,6.86
6695,6696.jpg,0.0
39315,39316.jpg,-1.82
40856,40857.jpg,6.66
25227,25228.jpg,0.0
7474,7475.jpg,-2.52
4505,4506.jpg,61.41
25510,25511.jpg,9.08
27712,27713.jpg,-38.62
26083,26084.jpg,47.9
30590,30591.jpg,44.57
26795,26796.jpg,-4.84
34770,34771.jpg,0.4
31919,31920.jpg,-0.61
7597,7598.jpg,1.11
30903,30904.jpg,-2.82
13619,13620.jpg,29.34
3152,3153.jpg,4.44
2492,2493.jpg,0.2
13379,13380.jpg,8.77
31258,31259.jpg,-11.39
4169,4170.jpg,9.08
11000,11001.jpg,-4.13
877,878.jpg,0.0
44453,44454.jpg,9.78
18672,18673.jpg,8.57
39367,39368.jpg,6.35
20337,20338.jpg,-9.38
22327,22328.jpg,-5.55
10269,10270.jpg,0.0
2654,2655.jpg,-10.49
6861,6862.jpg,25.71
22443,22444.jpg,-6.25
13485,13486.jpg,10.69
14447,14448.jpg,10.89
43603,43604.jpg,25.01
35557,35558.jpg,45.68
8265,8266.jpg,2.12
22474,22475.jpg,-8.27
41347,41348.jpg,-0.71
41399,41400.jpg,0.0
31542,31543.jpg,49.11
21877,21878.jpg,3.23
41846,41847.jpg,1.71
23082,23083.jpg,0.61
5313,5314.jpg,-21.38
13740,13741.jpg,29.75
24474,24475.jpg,-67.76
22590,22591.jpg,-4.44
23139,23140.jpg,6.55
35446,35447.jpg,27.73
30695,30696.jpg,10.89
27044,27045.jpg,28.34
40109,40110.jpg,0.0
42913,42914.jpg,-4.94
39143,39144.jpg,-64.64
29794,29795.jpg,-0.81
3784,3785.jpg,2.42
40616,40617.jpg,1.31
23706,23707.jpg,-12.1
10911,10912.jpg,-4.74
38903,38904.jpg,8.27
26688,26689.jpg,-74.22
29462,29463.jpg,-15.33
15562,15563.jpg,-15.23
6011,6012.jpg,-16.24
33413,33414.jpg,56.27
24625,24626.jpg,-0.2
24873,24874.jpg,-5.24
28021,28022.jpg,28.44
13913,13914.jpg,-21.68
33355,33356.jpg,43.16
25185,25186.jpg,1.31
25206,25207.jpg,0.61
21762,21763.jpg,6.76
18199,18200.jpg,1.71
20251,20252.jpg,-9.48
2853,2854.jpg,1.21
44702,44703.jpg,9.78
11937,11938.jpg,-17.24
27109,27110.jpg,55.46
35786,35787.jpg,-66.35
41775,41776.jpg,2.22
26049,26050.jpg,4.64
25119,25120.jpg,-7.16
44678,44679.jpg,9.78
18744,18745.jpg,1.92
8617,8618.jpg,-10.29
15990,15991.jpg,-10.29
32744,32745.jpg,3.83
44272,44273.jpg,9.98
12287,12288.jpg,29.14
23053,23054.jpg,0.61
29125,29126.jpg,-2.12
42025,42026.jpg,-3.93
36819,36820.jpg,10.99
41842,41843.jpg,1.92
16077,16078.jpg,1.21
26220,26221.jpg,84.5
27367,27368.jpg,-0.1
36961,36962.jpg,-15.23
10799,10800.jpg,1.31
35398,35399.jpg,1.82
18541,18542.jpg,2.02
32316,32317.jpg,22.08
21837,21838.jpg,14.32
11602,11603.jpg,0.71
17311,17312.jpg,3.03
40222,40223.jpg,-4.84
22744,22745.jpg,-6.55
21085,21086.jpg,-0.3
4166,4167.jpg,9.78
4600,4601.jpg,18.25
13223,13224.jpg,0.4
35315,35316.jpg,-3.43
30760,30761.jpg,0.4
17082,17083.jpg,1.51
17108,17109.jpg,0.71
11532,11533.jpg,2.02
38804,38805.jpg,8.27
29210,29211.jpg,-3.43
34005,34006.jpg,15.03
31977,31978.jpg,7.76
23970,23971.jpg,9.18
30528,30529.jpg,49.71
36086,36087.jpg,-4.44
40682,40683.jpg,4.24
26985,26986.jpg,1.31
14353,14354.jpg,-16.13
28367,28368.jpg,6.96
37050,37051.jpg,-33.58
31383,31384.jpg,-1.41
16208,16209.jpg,10.79
32727,32728.jpg,14.02
6692,6693.jpg,1.51
40326,40327.jpg,13.61
37032,37033.jpg,-19.56
39975,39976.jpg,0.91
31208,31209.jpg,0.1
6612,6613.jpg,0.91
44789,44790.jpg,9.48
25396,25397.jpg,-8.57
43534,43535.jpg,5.85
4630,4631.jpg,6.96
30052,30053.jpg,-33.88
19506,19507.jpg,5.55
468,469.jpg,-88.24
19983,19984.jpg,6.15
32731,32732.jpg,13.31
30959,30960.jpg,-51.83
43425,43426.jpg,-1.11
24285,24286.jpg,15.03
13761,13762.jpg,28.34
15751,15752.jpg,-17.24
12983,12984.jpg,8.77
28313,28314.jpg,46.99
29873,29874.jpg,8.57
44015,44016.jpg,5.34
8442,8443.jpg,-0.1
32465,32466.jpg,-28.13
12483,12484.jpg,6.35
31368,31369.jpg,-0.1
40136,40137.jpg,-0.61
15125,15126.jpg,19.76
35088,35089.jpg,80.07
20848,20849.jpg,12.3
24830,24831.jpg,-0.2
8473,8474.jpg,6.86
31781,31782.jpg,-25.61
24390,24391.jpg,17.34
42637,42638.jpg,17.45
24425,24426.jpg,24.71
18416,18417.jpg,1.82
39215,39216.jpg,1.41
40280,40281.jpg,9.38
44581,44582.jpg,9.78
38420,38421.jpg,27.43
6087,6088.jpg,-15.43
41038,41039.jpg,-0.2
43491,43492.jpg,-7.06
28653,28654.jpg,-10.59
7904,7905.jpg,0.61
38489,38490.jpg,13.11
6252,6253.jpg,12.91
11485,11486.jpg,1.31
17337,17338.jpg,3.03
35176,35177.jpg,-2.32
33718,33719.jpg,-35.9
6910,6911.jpg,138.76
463,464.jpg,-72.61
20965,20966.jpg,12.5
40901,40902.jpg,-0.61
33935,33936.jpg,9.38
23022,23023.jpg,0.81
10304,10305.jpg,0.0
44974,44975.jpg,10.18
18815,18816.jpg,2.72
1984,1985.jpg,0.3
6215,6216.jpg,3.43
41908,41909.jpg,-0.3
10721,10722.jpg,-1.41
24748,24749.jpg,-2.92
40881,40882.jpg,1.31
21590,21591.jpg,-31.06
36108,36109.jpg,-4.74
17146,17147.jpg,2.02
11881,11882.jpg,-16.64
31375,31376.jpg,-0.81
38738,38739.jpg,8.27
43953,43954.jpg,-16.34
33846,33847.jpg,3.23
44578,44579.jpg,9.88
6225,6226.jpg,3.23
29865,29866.jpg,15.13
41840,41841.jpg,1.92
16599,16600.jpg,-13.92
36672,36673.jpg,10.99
19929,19930.jpg,0.0
23763,23764.jpg,4.13
5977,5978.jpg,-13.92
21829,21830.jpg,5.34
36300,36301.jpg,-12.3
25687,25688.jpg,-56.77
27543,27544.jpg,25.11
7105,7106.jpg,-1.92
5658,5659.jpg,-13.11
14222,14223.jpg,-19.56
29400,29401.jpg,-16.74
29760,29761.jpg,7.36
32609,32610.jpg,-33.58
26279,26280.jpg,0.0
4554,4555.jpg,22.59
44490,44491.jpg,9.78
6287,6288.jpg,17.24
7722,7723.jpg,16.74
33639,33640.jpg,-46.59
11056,11057.jpg,3.53
18601,18602.jpg,9.78
20786,20787.jpg,9.68
9521,9522.jpg,-15.43
16072,16073.jpg,1.21
40195,40196.jpg,0.0
25310,25311.jpg,-4.54
2877,2878.jpg,-1.51
44133,44134.jpg,9.98
35864,35865.jpg,-44.27
